response_id,submission_date,age,gender,department,region,tenure_months,engagement_score,nps_score,satisfaction_rating,effort_score,open_feedback
RESP-11646,2026-08-23 11:11:07.906048,20.0,Male,Engineering,EMEA,32,6.6,8,4.0,3,"Support is fine, but response times could be improved. More details at https://internal-feedback-146.org/details."
RESP-11647,2026-07-24 12:23:07.906048,29.0,Female,Marketing,North America,24,9.2,9,4.0,2,Customer support was very responsive and resolved my billing issue in 10 minutes.
RESP-11648,2026-08-07 20:45:07.906048,38.0,Female,Marketing,APAC,84,7.0,6,1.0,7,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-11649,2026-09-16 21:07:07.906048,33.0,Male,Marketing,North America,6,5.6,8,5.0,1,"The application works fine, but performance slows down occasionally during peak hours."
RESP-11650,2026-07-20 14:44:07.906048,50.0,Female,Engineering,North America,73,6.8,6,5.0,2,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-11651,2026-08-20 16:07:07.906048,21.0,Female,Sales,APAC,19,5.2,6,3.0,5,Customer service takes 4 days to reply. We are considering switching providers.
RESP-11652,2026-07-06 11:11:07.906048,28.0,Female,Sales,EMEA,27,8.1,8,3.0,4,"The application works fine, but performance slows down occasionally during peak hours."
RESP-11653,2026-07-01 21:32:07.906048,51.0,Male,Sales,APAC,3,4.1,1,1.0,7,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-11654,2026-08-30 11:14:07.906048,37.0,Male,Engineering,North America,12,6.7,8,4.0,3,"Support is fine, but response times could be improved."
RESP-11655,2026-09-04 21:51:07.906048,44.0,Male,Product,North America,36,6.5,2,2.0,6,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-11656,2026-08-20 02:08:07.906048,56.0,Male,Customer Support,APAC,30,5.5,3,2.0,6,Customer service takes 4 days to reply. We are considering switching providers.
RESP-11657,2026-07-05 04:17:07.906048,29.0,Male,Sales,EMEA,1,5.6,6,3.0,4,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-11658,2026-07-12 14:15:07.906048,35.0,Female,Sales,North America,19,3.8,5,2.0,4,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-11659,2026-09-10 22:43:07.906048,33.0,Male,Sales,APAC,3,5.4,4,3.0,4,Customer service takes 4 days to reply. We are considering switching providers.
RESP-11660,2026-07-16 22:11:07.906048,,Female,Customer Support,EMEA,120,5.4,6,4.0,5,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-11661,2026-09-02 15:19:07.906048,32.0,Male,Customer Support,EMEA,55,4.6,1,2.0,6,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-11662,2026-07-16 16:12:07.906048,44.0,Male,Product,EMEA,1,8.3,9,4.0,3,Customer support was very responsive and resolved my billing issue in 10 minutes.
RESP-11663,2026-09-13 11:49:07.906048,41.0,Male,Sales,APAC,47,7.4,8,5.0,2,"Average experience overall. Does what it promises, nothing more, nothing less."
RESP-11664,2026-09-11 05:48:07.906048,42.0,Female,Product,APAC,61,7.2,7,3.0,4,The interface is standard. A few bugs here and there.
RESP-11665,2026-06-24 20:01:07.906048,32.0,Female,Product,APAC,11,7.6,8,5.0,2,"The application works fine, but performance slows down occasionally during peak hours."
RESP-11666,2026-08-29 06:40:07.906048,29.0,Male,Engineering,North America,31,4.5,5,2.0,5,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-11667,2026-07-06 04:37:07.906048,48.0,Male,Product,APAC,15,6.7,7,3.0,5,"Average experience overall. Does what it promises, nothing more, nothing less. Contact me at user167@example.com if you want more details."
RESP-11668,2026-07-10 07:34:07.906048,31.0,Male,Engineering,EMEA,26,9.2,6,4.0,2,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-11669,2026-08-01 07:50:07.906048,38.0,Female,Marketing,EMEA,10,5.9,9,5.0,1,Great UI and clean design. Very satisfied with recent feature releases.
RESP-11670,2026-08-11 19:25:07.906048,37.0,Male,Sales,North America,10,4.9,7,3.0,5,"Support is fine, but response times could be improved."
RESP-11671,2026-07-20 06:18:07.906048,50.0,Male,Product,APAC,14,10.0,8,4.0,4,"The application works fine, but performance slows down occasionally during peak hours."
RESP-11672,2026-08-11 17:24:07.906048,45.0,Male,Product,APAC,4,10.0,9,5.0,2,Customer support was very responsive and resolved my billing issue in 10 minutes.
RESP-11673,2026-07-06 07:12:07.906048,23.0,Male,Marketing,North America,43,7.2,7,4.0,4,The interface is standard. A few bugs here and there.
RESP-11674,2026-06-22 22:49:07.906048,24.0,Male,Marketing,EMEA,11,8.2,10,5.0,2,"Fast performance, excellent reliability, and helpful documentation."
RESP-11675,2026-08-11 08:25:07.906048,41.0,Male,Sales,APAC,13,2.7,0,1.0,6,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-11676,2026-08-06 12:12:07.906048,35.0,Male,Engineering,North America,54,6.5,6,2.0,5,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-11677,2026-08-22 00:14:07.906048,31.0,Non-Binary,Sales,LATAM,17,5.3,3,2.0,4,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-11678,2026-08-18 10:11:07.906048,46.0,Female,Engineering,EMEA,19,7.3,7,3.0,4,"Support is fine, but response times could be improved. You can reach my direct desk at +1-555-01178 to discuss."
RESP-11679,2026-09-09 17:09:07.906048,37.0,Female,Customer Support,EMEA,76,4.8,4,2.0,6,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-11680,2026-08-01 07:02:07.906048,36.0,Male,Sales,North America,53,2.2,2,2.0,6,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-11681,2026-06-21 16:39:07.906048,43.0,Male,Product,North America,5,7.9,7,4.0,3,"Support is fine, but response times could be improved."
RESP-11682,2026-08-16 16:47:07.906048,32.0,Male,Customer Support,LATAM,16,6.3,5,3.0,5,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-11683,2026-08-20 16:52:07.906048,51.0,Male,Marketing,North America,86,8.9,10,4.0,3,Customer support was very responsive and resolved my billing issue in 10 minutes.
RESP-11684,2026-08-06 21:00:07.906048,28.0,Female,Engineering,APAC,12,6.5,7,4.0,4,The interface is standard. A few bugs here and there.
RESP-11685,2026-08-21 23:28:07.906048,42.0,Male,Product,North America,12,6.0,7,3.0,4,"Average experience overall. Does what it promises, nothing more, nothing less."
RESP-11686,2026-07-20 01:31:07.906048,50.0,Male,Product,North America,6,3.3,3,2.0,7,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-11687,2026-07-04 08:00:07.906048,22.0,Female,Sales,North America,3,5.6,5,3.0,5,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-11688,2026-08-19 18:01:07.906048,32.0,Female,Customer Support,EMEA,33,6.9,7,5.0,2,"Support is fine, but response times could be improved."
RESP-11689,2026-07-13 00:11:07.906048,47.0,Male,Marketing,LATAM,36,5.6,6,4.0,5,Customer service takes 4 days to reply. We are considering switching providers.
RESP-11690,2026-08-01 00:13:07.906048,47.0,Female,Engineering,North America,84,10.0,7,5.0,1,"Support is fine, but response times could be improved."
RESP-11691,2026-08-04 04:29:07.906048,34.0,Male,Customer Support,North America,36,5.1,6,4.0,5,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-11692,2026-08-02 21:20:07.906048,28.0,Female,Sales,North America,7,6.2,7,5.0,1,"Support is fine, but response times could be improved."
RESP-11693,2026-08-13 19:14:07.906048,45.0,Male,Engineering,EMEA,1,5.7,6,3.0,5,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-11694,2026-06-23 14:12:07.906048,47.0,Male,Sales,EMEA,102,6.4,6,4.0,4,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-11695,2026-09-18 00:17:07.906048,24.0,Male,Engineering,APAC,10,4.7,1,2.0,5,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-11696,2026-08-24 09:48:07.906048,23.0,Female,Engineering,EMEA,9,8.7,8,5.0,1,"Features are acceptable, but pricing seems a bit high for small teams."
RESP-11697,2026-07-29 05:25:07.906048,38.0,Male,Engineering,EMEA,57,8.8,10,5.0,2,"Fast performance, excellent reliability, and helpful documentation. More details at https://internal-feedback-197.org/details."
RESP-11698,2026-07-08 03:51:07.906048,42.0,Female,Product,North America,22,9.3,9,4.0,5,Great UI and clean design. Very satisfied with recent feature releases.
RESP-11699,2026-06-28 03:45:07.906048,33.0,Female,Customer Support,LATAM,6,4.0,4,2.0,5,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-11700,2026-08-20 10:30:07.906048,42.0,Prefer not to say,Product,North America,53,7.5,8,4.0,3,"Features are acceptable, but pricing seems a bit high for small teams."
RESP-11701,2026-07-19 11:12:07.906048,28.0,Male,Sales,North America,120,6.8,7,4.0,3,The interface is standard. A few bugs here and there.
RESP-11702,2026-07-11 14:15:07.906048,18.0,Male,Sales,EMEA,3,6.7,8,4.0,3,"The application works fine, but performance slows down occasionally during peak hours."
RESP-11703,2026-07-25 03:17:07.906048,31.0,Female,Customer Support,EMEA,48,4.2,4,4.0,5,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-11704,2026-08-13 07:17:07.906048,36.0,Female,Sales,EMEA,12,2.4,3,2.0,6,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-11705,2026-08-20 09:27:07.906048,33.0,Female,Engineering,EMEA,18,8.2,10,5.0,2,The software platform is exceptionally intuitive and saves our team hours.
RESP-11706,2026-08-18 00:09:07.906048,24.0,Male,Customer Support,APAC,60,5.3,7,4.0,2,"Features are acceptable, but pricing seems a bit high for small teams."
RESP-11707,2026-09-06 15:14:07.906048,18.0,Male,Engineering,North America,88,6.8,10,5.0,1,"Fast performance, excellent reliability, and helpful documentation."
RESP-11708,2026-07-10 15:05:07.906048,30.0,Male,Customer Support,APAC,8,6.6,6,2.0,7,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-11709,2026-08-17 05:57:07.906048,44.0,Male,Customer Support,EMEA,6,5.4,8,4.0,2,The interface is standard. A few bugs here and there.
RESP-11710,2026-06-30 00:59:07.906048,48.0,Female,Engineering,EMEA,3,5.7,5,3.0,4,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-11711,2026-08-09 06:07:07.906048,47.0,Female,Engineering,EMEA,20,4.8,5,4.0,4,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-11712,2026-08-12 11:56:07.906048,27.0,Female,Marketing,North America,1,4.8,6,3.0,4,Customer service takes 4 days to reply. We are considering switching providers.
RESP-11713,2026-07-10 09:39:07.906048,24.0,Female,Sales,APAC,13,9.6,9,4.0,2,Great UI and clean design. Very satisfied with recent feature releases.
RESP-11714,2026-07-26 04:38:07.906048,40.0,Female,Engineering,EMEA,2,8.8,9,5.0,3,Customer support was very responsive and resolved my billing issue in 10 minutes.
RESP-11715,2026-09-03 09:19:07.906048,42.0,Non-Binary,Product,North America,13,7.6,9,3.0,3,Our account manager is fantastic. Keep up the great work!
RESP-11716,2026-07-04 07:08:07.906048,40.0,Female,Engineering,EMEA,1,7.4,6,3.0,6,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-11717,2026-07-30 01:07:07.906048,18.0,Male,Customer Support,LATAM,44,5.1,8,3.0,5,"Features are acceptable, but pricing seems a bit high for small teams."
RESP-11718,2026-09-12 21:17:07.906048,27.0,Female,Product,EMEA,6,9.1,7,5.0,3,The interface is standard. A few bugs here and there.
RESP-11719,2026-08-05 07:27:07.906048,35.0,Prefer not to say,Engineering,LATAM,10,7.0,10,4.0,2,Customer support was very responsive and resolved my billing issue in 10 minutes.
RESP-11720,2026-08-25 04:52:07.906048,40.0,Male,Engineering,North America,49,8.6,10,5.0,2,Great UI and clean design. Very satisfied with recent feature releases.
RESP-11721,2026-09-03 08:36:07.906048,43.0,Male,Engineering,North America,33,7.2,7,5.0,3,"Average experience overall. Does what it promises, nothing more, nothing less."
RESP-11722,2026-07-09 06:44:07.906048,37.0,Female,Sales,North America,6,8.9,8,4.0,3,"Features are acceptable, but pricing seems a bit high for small teams."
RESP-11723,2026-07-10 13:55:07.906048,39.0,Male,Engineering,EMEA,2,8.8,8,3.0,4,"Features are acceptable, but pricing seems a bit high for small teams."
RESP-11724,2026-08-28 05:08:07.906048,36.0,Male,Customer Support,North America,31,7.4,7,4.0,3,The interface is standard. A few bugs here and there.
RESP-11725,2026-08-27 17:43:07.906048,42.0,Female,Engineering,North America,12,6.8,7,4.0,3,"The application works fine, but performance slows down occasionally during peak hours."
RESP-11726,2026-06-26 08:34:07.906048,39.0,Female,Customer Support,LATAM,35,7.1,9,5.0,2,Our account manager is fantastic. Keep up the great work!
RESP-11727,2026-07-19 23:10:07.906048,36.0,Female,Product,APAC,15,6.8,10,,4,Our account manager is fantastic. Keep up the great work! You can reach my direct desk at +1-555-01227 to discuss.
RESP-11728,2026-07-26 19:24:07.906048,33.0,Male,Marketing,APAC,11,6.7,7,4.0,2,The interface is standard. A few bugs here and there.
RESP-11729,2026-09-03 13:18:07.906048,36.0,Male,Customer Support,North America,15,8.0,7,4.0,2,"Support is fine, but response times could be improved."
RESP-11730,2026-07-28 21:48:07.906048,40.0,Male,Sales,North America,34,4.4,4,2.0,5,Customer service takes 4 days to reply. We are considering switching providers. You can reach my direct desk at +1-555-01230 to discuss.
RESP-11731,2026-09-12 06:35:07.906048,38.0,Female,Customer Support,North America,56,5.8,6,3.0,4,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-11732,2026-09-18 15:15:07.906048,39.0,Female,Customer Support,APAC,2,6.2,5,,4,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-11733,2026-08-30 04:57:07.906048,49.0,Male,Sales,LATAM,18,6.8,5,2.0,7,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-11734,2026-08-19 21:58:07.906048,38.0,Female,Engineering,EMEA,1,7.0,10,5.0,1,"Fast performance, excellent reliability, and helpful documentation."
RESP-11735,2026-07-26 05:04:07.906048,29.0,Male,Product,North America,16,10.0,10,5.0,2,Customer support was very responsive and resolved my billing issue in 10 minutes.
RESP-11736,2026-06-26 23:23:07.906048,44.0,Male,Sales,EMEA,52,4.1,3,2.0,5,Customer service takes 4 days to reply. We are considering switching providers.
RESP-11737,2026-08-11 12:33:07.906048,22.0,Female,Engineering,North America,11,9.9,10,5.0,1,Customer support was very responsive and resolved my billing issue in 10 minutes.
RESP-11738,2026-07-23 11:51:07.906048,25.0,Male,Sales,North America,65,7.8,6,3.0,4,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive. More details at https://internal-feedback-238.org/details.
RESP-11739,2026-07-22 12:31:07.906048,39.0,Female,Sales,EMEA,24,8.9,7,5.0,3,"Average experience overall. Does what it promises, nothing more, nothing less."
RESP-11740,2026-08-21 20:02:07.906048,41.0,Male,Marketing,APAC,66,4.1,3,2.0,6,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-11741,2026-08-01 16:02:07.906048,23.0,Female,Marketing,North America,34,5.2,8,4.0,4,"Average experience overall. Does what it promises, nothing more, nothing less."
RESP-11742,2026-08-27 15:06:07.906048,32.0,Male,Marketing,North America,3,8.7,8,4.0,3,"The application works fine, but performance slows down occasionally during peak hours."
RESP-11743,2026-07-26 18:38:07.906048,29.0,Female,Engineering,LATAM,7,4.9,1,1.0,7,Customer service takes 4 days to reply. We are considering switching providers.
RESP-11744,2026-07-04 12:26:07.906048,31.0,Female,Sales,North America,13,3.6,5,3.0,5,Customer service takes 4 days to reply. We are considering switching providers.
RESP-11745,2026-08-01 11:05:07.906048,45.0,Male,Sales,North America,5,5.3,5,2.0,5,Customer service takes 4 days to reply. We are considering switching providers.
